timestamp,cpu_usage
2025-03-13 00:00:00,54.96714153011233
2025-03-13 00:00:01,48.61735698828815
2025-03-13 00:00:02,56.47688538100692
2025-03-13 00:00:03,65.23029856408026
2025-03-13 00:00:04,47.658466252766644
2025-03-13 00:00:05,47.6586304305082
2025-03-13 00:00:06,65.79212815507391
2025-03-13 00:00:07,57.67434729152909
2025-03-13 00:00:08,45.30525614065048
2025-03-13 00:00:09,55.42560043585965
2025-03-13 00:00:10,45.365823071875376
2025-03-13 00:00:11,45.34270246429743
2025-03-13 00:00:12,52.41962271566034
2025-03-13 00:00:13,30.86719755342202
2025-03-13 00:00:14,32.75082167486967
2025-03-13 00:00:15,44.37712470759027
2025-03-13 00:00:16,39.87168879665576
2025-03-13 00:00:17,53.142473325952736
2025-03-13 00:00:18,40.91975924478789
2025-03-13 00:00:19,35.87696298664709
2025-03-13 00:00:20,64.65648768921554
2025-03-13 00:00:21,47.74223699513465
2025-03-13 00:00:22,50.67528204687924
2025-03-13 00:00:23,35.75251813786544
2025-03-13 00:00:24,44.556172754748175
2025-03-13 00:00:25,51.10922589709866
2025-03-13 00:00:26,38.490064225776976
2025-03-13 00:00:27,53.75698018345672
2025-03-13 00:00:28,43.99361310081195
2025-03-13 00:00:29,47.083062502067236
2025-03-13 00:00:30,43.98293387770603
2025-03-13 00:00:31,68.52278184508938
2025-03-13 00:00:32,49.86502775262066
2025-03-13 00:00:33,39.422890710440996
2025-03-13 00:00:34,58.225449121031886
2025-03-13 00:00:35,37.791563500289776
2025-03-13 00:00:36,52.08863595004755
2025-03-13 00:00:37,30.403298761202244
2025-03-13 00:00:38,36.71813951101569
2025-03-13 00:00:39,51.96861235869123
2025-03-13 00:00:40,57.38466579995411
2025-03-13 00:00:41,51.7136828118997
2025-03-13 00:00:42,48.843517176117594
2025-03-13 00:00:43,46.98896304410711
2025-03-13 00:00:44,35.214780096325725
2025-03-13 00:00:45,42.801557916052914
2025-03-13 00:00:46,45.393612290402125
2025-03-13 00:00:47,60.57122226218915
2025-03-13 00:00:48,53.43618289568462
2025-03-13 00:00:49,32.36959844637266
2025-03-13 00:00:50,53.24083969394795
2025-03-13 00:00:51,46.149177195836835
2025-03-13 00:00:52,43.23077999694041
